,OffenseTeam,DefenseTeam,Down,ToGo,Formation,PlayType,DefensePassRank,DefenseRunRank
39354,JAX,HOU,1,10,UNDER CENTER,1,28,31
39357,HOU,JAX,1,10,SHOTGUN,1,31,27
39358,HOU,JAX,1,10,SHOTGUN,1,31,27
39360,HOU,JAX,2,5,SHOTGUN,1,31,27
39361,HOU,JAX,2,1,UNDER CENTER,0,31,27
39364,HOU,JAX,1,10,UNDER CENTER,0,31,27
39366,JAX,HOU,3,2,UNDER CENTER,1,28,31
39367,JAX,HOU,2,4,UNDER CENTER,0,28,31
39368,JAX,HOU,1,10,UNDER CENTER,0,28,31
39369,HOU,JAX,1,10,SHOTGUN,1,31,27
39370,HOU,JAX,1,10,SHOTGUN,1,31,27
39372,JAX,HOU,3,19,SHOTGUN,1,28,31
39374,JAX,HOU,1,10,SHOTGUN,0,28,31
39377,HOU,JAX,3,1,UNDER CENTER,0,31,27
39378,HOU,JAX,3,4,SHOTGUN,1,31,27
39379,HOU,JAX,2,4,SHOTGUN,0,31,27
39380,HOU,JAX,1,10,UNDER CENTER,1,31,27
39382,HOU,JAX,1,10,SHOTGUN,1,31,27
39383,HOU,JAX,2,10,SHOTGUN,1,31,27
39384,HOU,JAX,1,10,UNDER CENTER,0,31,27
39388,HOU,JAX,1,10,SHOTGUN,1,31,27
39391,JAX,HOU,3,3,SHOTGUN,1,28,31
39393,JAX,HOU,2,6,SHOTGUN,0,28,31
39394,JAX,HOU,2,10,SHOTGUN,1,28,31
39397,HOU,JAX,1,10,SHOTGUN,1,31,27
39398,HOU,JAX,2,7,UNDER CENTER,1,31,27
39399,HOU,JAX,1,10,NO HUDDLE SHOTGUN,0,31,27
39400,HOU,JAX,1,10,SHOTGUN,1,31,27
39402,JAX,HOU,3,1,UNDER CENTER,1,28,31
39403,JAX,HOU,2,8,SHOTGUN,1,28,31
39406,JAX,HOU,2,10,SHOTGUN,1,28,31
39407,JAX,HOU,1,10,SHOTGUN,0,28,31
39408,HOU,JAX,1,10,NO HUDDLE SHOTGUN,0,31,27
39409,HOU,JAX,3,2,SHOTGUN,1,31,27
39410,HOU,JAX,2,8,SHOTGUN,1,31,27
39411,HOU,JAX,1,10,NO HUDDLE SHOTGUN,0,31,27
39412,HOU,JAX,3,4,SHOTGUN,1,31,27
39413,HOU,JAX,2,4,UNDER CENTER,1,31,27
39414,HOU,JAX,1,10,UNDER CENTER,0,31,27
39415,HOU,JAX,3,1,SHOTGUN,0,31,27
39416,HOU,JAX,2,10,UNDER CENTER,0,31,27
39417,HOU,JAX,1,10,SHOTGUN,1,31,27
39419,JAX,HOU,3,10,SHOTGUN,1,28,31
39420,JAX,HOU,2,10,SHOTGUN,1,28,31
39421,JAX,HOU,1,10,SHOTGUN,0,28,31
39422,JAX,HOU,1,10,UNDER CENTER,0,28,31
39423,JAX,HOU,2,1,UNDER CENTER,0,28,31
39425,JAX,HOU,1,10,UNDER CENTER,0,28,31
39427,HOU,JAX,3,12,SHOTGUN,1,31,27
39428,HOU,JAX,2,10,SHOTGUN,1,31,27
39429,HOU,JAX,1,10,UNDER CENTER,0,31,27
39430,HOU,JAX,1,10,SHOTGUN,1,31,27
39433,JAX,HOU,2,4,UNDER CENTER,1,28,31
39434,JAX,HOU,1,10,UNDER CENTER,1,28,31
39435,CIN,BAL,2,3,UNDER CENTER,0,4,26
39436,CIN,BAL,1,10,UNDER CENTER,0,4,26
39437,CIN,BAL,4,1,SHOTGUN,1,4,26
39438,CIN,BAL,3,1,SHOTGUN,0,4,26
39440,CIN,BAL,1,10,UNDER CENTER,0,4,26
39441,CIN,BAL,2,7,SHOTGUN,0,4,26
39442,CIN,BAL,1,10,SHOTGUN,0,4,26
39443,NYJ,ARI,2,6,SHOTGUN,1,8,25
39444,NYJ,ARI,1,10,UNDER CENTER,0,8,25
39445,NYJ,ARI,2,3,UNDER CENTER,0,8,25
39446,NYJ,ARI,1,10,SHOTGUN,0,8,25
39447,NYJ,ARI,2,7,SHOTGUN,1,8,25
39448,NYJ,ARI,1,10,UNDER CENTER,0,8,25
39450,CIN,BAL,2,11,SHOTGUN,1,4,26
39451,CIN,BAL,1,10,SHOTGUN,0,4,26
39453,BAL,CIN,3,2,SHOTGUN,0,26,31
39455,BAL,CIN,2,10,SHOTGUN,0,26,31
39456,BAL,CIN,1,10,UNDER CENTER,1,26,31
39458,CIN,BAL,3,25,NO HUDDLE SHOTGUN,1,4,26
39461,CIN,BAL,2,9,SHOTGUN,1,4,26
39462,CIN,BAL,1,10,SHOTGUN,0,4,26
39463,CIN,BAL,3,7,SHOTGUN,1,4,26
39464,CIN,BAL,2,7,SHOTGUN,1,4,26
39465,CIN,BAL,1,10,UNDER CENTER,0,4,26
39469,BAL,CIN,1,2,SHOTGUN,1,26,31
39471,BAL,CIN,1,10,SHOTGUN,1,26,31
39473,CIN,BAL,3,10,SHOTGUN,1,4,26
39474,CIN,BAL,2,10,SHOTGUN,1,4,26
39475,CIN,BAL,1,10,SHOTGUN,1,4,26
39478,BAL,CIN,3,5,SHOTGUN,1,26,31
39479,BAL,CIN,2,5,SHOTGUN,0,26,31
39480,BAL,CIN,1,9,SHOTGUN,0,26,31
39482,BAL,CIN,3,14,SHOTGUN,1,26,31
39483,BAL,CIN,2,14,SHOTGUN,1,26,31
39485,BAL,CIN,1,10,SHOTGUN,0,26,31
39486,BAL,CIN,3,1,SHOTGUN,0,26,31
39487,BAL,CIN,2,10,SHOTGUN,1,26,31
39488,BAL,CIN,1,10,SHOTGUN,1,26,31
39489,BAL,CIN,3,5,SHOTGUN,1,26,31
39490,BAL,CIN,2,6,SHOTGUN,0,26,31
39491,BAL,CIN,1,10,SHOTGUN,0,26,31
39492,CIN,BAL,4,3,SHOTGUN,1,4,26
39495,CIN,BAL,2,9,SHOTGUN,1,4,26
39496,CIN,BAL,1,10,UNDER CENTER,0,4,26
39497,CIN,BAL,2,5,UNDER CENTER,1,4,26
39498,CIN,BAL,1,10,SHOTGUN,0,4,26
39501,BAL,CIN,3,7,SHOTGUN,1,26,31
39502,BAL,CIN,2,10,SHOTGUN,0,26,31
39503,BAL,CIN,1,10,SHOTGUN,1,26,31
39504,BAL,CIN,2,3,SHOTGUN,0,26,31
39505,CIN,BAL,1,10,SHOTGUN,0,4,26
39506,CIN,BAL,1,10,SHOTGUN,1,4,26
39519,CAR,ATL,2,6,UNDER CENTER,0,29,15
39520,CAR,ATL,1,7,UNDER CENTER,0,29,15
39522,CAR,ATL,2,1,UNDER CENTER,0,29,15
39524,CAR,ATL,2,2,UNDER CENTER,0,29,15
39525,CAR,ATL,1,10,UNDER CENTER,0,29,15
39526,CAR,ATL,2,7,SHOTGUN,1,29,15
39527,CAR,ATL,1,10,UNDER CENTER,0,29,15
39528,CAR,ATL,3,2,SHOTGUN,0,29,15
39530,CAR,ATL,2,11,SHOTGUN,1,29,15
39531,CAR,ATL,1,10,UNDER CENTER,0,29,15
39532,ATL,CAR,3,4,SHOTGUN,1,12,28
39533,ATL,CAR,2,8,UNDER CENTER,0,12,28
39534,ATL,CAR,1,10,UNDER CENTER,0,12,28
39535,ATL,CAR,1,10,UNDER CENTER,1,12,28
39536,ATL,CAR,3,1,UNDER CENTER,0,12,28
39537,ATL,CAR,2,4,UNDER CENTER,0,12,28
39538,ATL,CAR,1,10,SHOTGUN,0,12,28
39539,ATL,CAR,2,3,SHOTGUN,0,12,28
39540,ATL,CAR,1,10,NO HUDDLE,0,12,28
39541,ATL,CAR,1,10,UNDER CENTER,1,12,28
39543,CAR,ATL,3,10,SHOTGUN,1,29,15
39544,ATL,CAR,3,8,SHOTGUN,1,12,28
39545,ATL,CAR,2,8,SHOTGUN,1,12,28
39547,ATL,CAR,1,10,UNDER CENTER,0,12,28
39548,ATL,CAR,3,6,SHOTGUN,1,12,28
39549,ATL,CAR,2,6,SHOTGUN,1,12,28
39550,ATL,CAR,1,10,UNDER CENTER,0,12,28
39551,ATL,CAR,3,16,SHOTGUN,1,12,28
39552,ATL,CAR,2,21,SHOTGUN,0,12,28
39554,ATL,CAR,1,10,UNDER CENTER,0,12,28
39556,ATL,CAR,1,10,UNDER CENTER,0,12,28
39559,CAR,ATL,3,2,UNDER CENTER,1,29,15
39560,CAR,ATL,2,4,UNDER CENTER,0,29,15
39561,CAR,ATL,1,10,UNDER CENTER,0,29,15
39562,CAR,ATL,2,2,SHOTGUN,1,29,15
39563,CAR,ATL,1,10,UNDER CENTER,0,29,15
39565,CAR,ATL,1,10,UNDER CENTER,1,29,15
39568,ATL,CAR,3,9,SHOTGUN,1,12,28
39569,ATL,CAR,2,9,SHOTGUN,1,12,28
39570,ATL,CAR,1,10,UNDER CENTER,0,12,28
39571,ATL,CAR,1,10,UNDER CENTER,0,12,28
39572,ATL,CAR,1,10,UNDER CENTER,0,12,28
39577,CAR,ATL,2,3,UNDER CENTER,1,29,15
39579,CAR,ATL,1,7,SHOTGUN,0,29,15
39581,CAR,ATL,2,10,SHOTGUN,1,29,15
39582,CAR,ATL,1,10,SHOTGUN,1,29,15
39587,ATL,CAR,2,10,SHOTGUN,1,12,28
39588,ATL,CAR,1,10,SHOTGUN,1,12,28
39590,ATL,CAR,2,4,NO HUDDLE SHOTGUN,1,12,28
39591,CAR,ATL,1,10,UNDER CENTER,1,29,15
39594,ATL,CAR,3,27,SHOTGUN,1,12,28
39596,ATL,CAR,1,10,UNDER CENTER,0,12,28
39597,ATL,CAR,2,4,UNDER CENTER,0,12,28
39598,ATL,CAR,1,10,UNDER CENTER,1,12,28
39599,ATL,CAR,1,20,SHOTGUN,1,12,28
39604,CAR,ATL,2,7,UNDER CENTER,1,29,15
39605,CAR,ATL,1,10,UNDER CENTER,0,29,15
39606,CAR,ATL,2,6,SHOTGUN,1,29,15
39607,CAR,ATL,1,10,UNDER CENTER,0,29,15
39608,CAR,ATL,2,11,SHOTGUN,1,29,15
39609,CAR,ATL,1,10,SHOTGUN,1,29,15
39611,ATL,CAR,2,2,UNDER CENTER,0,12,28
39612,ATL,CAR,1,10,SHOTGUN,1,12,28
39615,CAR,ATL,3,3,SHOTGUN,1,29,15
39618,LV,KC,3,18,SHOTGUN,1,19,19
39621,LV,KC,2,8,NO HUDDLE,1,19,19
39622,LV,KC,1,10,SHOTGUN,0,19,19
39623,LV,KC,3,10,SHOTGUN,1,19,19
39624,LV,KC,2,11,UNDER CENTER,0,19,19
39626,LV,KC,2,4,SHOTGUN,1,19,19
39627,LV,KC,1,10,SHOTGUN,0,19,19
39628,LV,KC,2,3,UNDER CENTER,0,19,19
39629,LV,KC,1,10,UNDER CENTER,0,19,19
39631,KC,LV,3,15,SHOTGUN,1,27,23
39633,KC,LV,1,20,SHOTGUN,1,27,23
39638,HOU,JAX,1,15,SHOTGUN,0,31,27
39640,HOU,JAX,1,10,UNDER CENTER,0,31,27
39641,CAR,ATL,2,3,UNDER CENTER,0,29,15
39642,CAR,ATL,1,10,UNDER CENTER,0,29,15
39643,CAR,ATL,3,10,SHOTGUN,1,29,15
39644,CAR,ATL,2,3,SHOTGUN,0,29,15
39645,CAR,ATL,1,10,SHOTGUN,1,29,15
39647,CAR,ATL,3,2,SHOTGUN,1,29,15
39648,CAR,ATL,2,6,UNDER CENTER,0,29,15
39649,CAR,ATL,1,10,SHOTGUN,0,29,15
39652,ATL,CAR,3,3,SHOTGUN,0,12,28
39653,ATL,CAR,2,10,SHOTGUN,1,12,28
39654,ATL,CAR,1,10,UNDER CENTER,1,12,28
39655,ATL,CAR,3,2,SHOTGUN,0,12,28
39656,ATL,CAR,2,2,SHOTGUN,1,12,28
39657,ATL,CAR,1,10,UNDER CENTER,0,12,28
39658,ATL,CAR,1,5,UNDER CENTER,0,12,28
39660,ATL,CAR,3,4,SHOTGUN,1,12,28
39661,ATL,CAR,2,6,UNDER CENTER,1,12,28
39667,TB,CHI,2,4,UNDER CENTER,1,17,8
39668,TB,CHI,1,10,UNDER CENTER,0,17,8
39670,CHI,TB,1,10,SHOTGUN,1,6,1
39671,CHI,TB,2,8,UNDER CENTER,1,6,1
39672,CHI,TB,1,10,UNDER CENTER,0,6,1
39673,CHI,TB,1,10,UNDER CENTER,1,6,1
39676,TB,CHI,3,6,SHOTGUN,1,17,8
39677,TB,CHI,2,8,SHOTGUN,1,17,8
39678,CHI,TB,1,10,UNDER CENTER,0,6,1
39679,CHI,TB,2,8,SHOTGUN,1,6,1
39680,CHI,TB,1,10,UNDER CENTER,0,6,1
39684,TB,CHI,1,10,UNDER CENTER,0,17,8
39691,NE,KC,4,10,SHOTGUN,1,19,19
39692,NE,KC,3,10,SHOTGUN,1,19,19
39693,NE,KC,2,10,SHOTGUN,1,19,19
39694,NE,KC,1,10,SHOTGUN,1,19,19
39696,NE,KC,1,10,SHOTGUN,1,19,19
39699,KC,NE,3,4,UNDER CENTER,1,24,17
39701,KC,NE,2,6,UNDER CENTER,0,24,17
39702,KC,NE,1,10,SHOTGUN,0,24,17
39703,NE,KC,1,10,SHOTGUN,1,19,19
39704,NE,KC,2,10,UNDER CENTER,0,19,19
39705,NE,KC,1,10,UNDER CENTER,1,19,19
39706,NE,KC,2,8,UNDER CENTER,1,19,19
39707,NE,KC,1,10,UNDER CENTER,0,19,19
39710,NE,KC,1,10,SHOTGUN,1,19,19
39713,KC,NE,1,6,SHOTGUN,1,24,17
39715,KC,NE,2,9,SHOTGUN,1,24,17
39716,KC,NE,1,10,SHOTGUN,0,24,17
39719,KC,NE,2,9,SHOTGUN,0,24,17
39720,NE,KC,2,1,UNDER CENTER,0,19,19
39721,NE,KC,1,10,UNDER CENTER,0,19,19
39724,KC,NE,3,6,SHOTGUN,1,24,17
39725,KC,NE,2,6,SHOTGUN,1,24,17
39727,KC,NE,1,10,UNDER CENTER,0,24,17
39728,KC,NE,2,10,SHOTGUN,1,24,17
39729,KC,NE,1,10,SHOTGUN,1,24,17
39730,KC,NE,1,10,SHOTGUN,1,24,17
39733,NE,KC,2,3,UNDER CENTER,0,19,19
39734,NE,KC,1,10,UNDER CENTER,0,19,19
39735,NE,KC,2,10,SHOTGUN,1,19,19
39736,NE,KC,1,10,SHOTGUN,1,19,19
39737,NE,KC,2,6,SHOTGUN,1,19,19
39738,KC,NE,3,5,SHOTGUN,1,24,17
39739,KC,NE,2,4,SHOTGUN,0,24,17
39740,KC,NE,1,10,SHOTGUN,1,24,17
39741,KC,NE,2,5,SHOTGUN,1,24,17
39742,KC,NE,1,10,SHOTGUN,0,24,17
39744,NE,KC,3,4,SHOTGUN,1,19,19
39745,NE,KC,2,4,UNDER CENTER,1,19,19
39746,NE,KC,1,10,UNDER CENTER,0,19,19
39749,NE,KC,2,5,SHOTGUN,1,19,19
39751,NE,KC,1,10,UNDER CENTER,0,19,19
39753,NE,KC,2,8,SHOTGUN,1,19,19
39755,NE,KC,1,10,UNDER CENTER,0,19,19
39756,NE,KC,3,5,SHOTGUN,0,19,19
39757,NE,KC,2,8,UNDER CENTER,0,19,19
39759,NE,KC,1,10,UNDER CENTER,0,19,19
39760,NE,KC,2,8,SHOTGUN,1,19,19
39761,NE,KC,1,10,UNDER CENTER,0,19,19
39764,KC,NE,2,9,SHOTGUN,1,24,17
39765,KC,NE,1,10,SHOTGUN,0,24,17
39766,KC,NE,3,1,SHOTGUN,0,24,17
39767,NE,KC,1,10,UNDER CENTER,0,19,19
39768,NE,KC,2,10,UNDER CENTER,0,19,19
39769,NE,KC,1,10,SHOTGUN,1,19,19
39770,NE,KC,2,6,UNDER CENTER,0,19,19
39771,NE,KC,1,10,UNDER CENTER,0,19,19
39773,NE,KC,2,10,UNDER CENTER,0,19,19
39774,NE,KC,1,10,UNDER CENTER,1,19,19
39775,NE,KC,2,8,UNDER CENTER,1,19,19
39776,KC,NE,1,10,SHOTGUN,1,24,17
39777,NE,KC,1,10,UNDER CENTER,1,19,19
39781,KC,NE,2,14,UNDER CENTER,1,24,17
39784,KC,NE,1,10,SHOTGUN,0,24,17
39785,KC,NE,1,10,UNDER CENTER,1,24,17
39788,NE,KC,3,3,SHOTGUN,1,19,19
39789,NE,KC,2,5,UNDER CENTER,0,19,19
39790,NE,KC,1,10,UNDER CENTER,0,19,19
39791,NE,KC,2,4,SHOTGUN,0,19,19
39792,NE,KC,1,10,UNDER CENTER,1,19,19
39795,CIN,BAL,3,21,SHOTGUN,1,4,26
39797,CIN,BAL,1,10,SHOTGUN,0,4,26
39799,BAL,CIN,3,7,SHOTGUN,1,26,31
39800,BAL,CIN,2,7,SHOTGUN,1,26,31
39801,BAL,CIN,1,10,SHOTGUN,0,26,31
39804,CIN,BAL,1,10,SHOTGUN,0,4,26
39805,CIN,BAL,1,10,SHOTGUN,1,4,26
39807,BAL,CIN,3,7,SHOTGUN,1,26,31
39808,BAL,CIN,2,7,SHOTGUN,1,26,31
39809,BAL,CIN,1,10,SHOTGUN,0,26,31
39811,BAL,CIN,3,10,SHOTGUN,1,26,31
39813,BAL,CIN,2,19,NO HUDDLE SHOTGUN,1,26,31
39816,BAL,CIN,1,10,SHOTGUN,1,26,31
39817,CIN,BAL,3,11,SHOTGUN,1,4,26
39818,CIN,BAL,2,13,UNDER CENTER,0,4,26
39820,CIN,BAL,1,10,UNDER CENTER,0,4,26
39822,BAL,CIN,3,7,SHOTGUN,1,26,31
39823,BAL,CIN,2,7,SHOTGUN,1,26,31
39824,BAL,CIN,1,10,SHOTGUN,0,26,31
39825,BAL,CIN,2,4,SHOTGUN,0,26,31
39826,BAL,CIN,1,10,SHOTGUN,0,26,31
39827,CIN,BAL,2,24,SHOTGUN,1,4,26
39830,BAL,CIN,4,6,SHOTGUN,1,26,31
39831,BAL,CIN,3,8,SHOTGUN,1,26,31
39832,CIN,BAL,1,10,UNDER CENTER,0,4,26
39833,CIN,BAL,2,7,SHOTGUN,1,4,26
39834,CIN,BAL,1,10,SHOTGUN,0,4,26
39835,KC,NE,3,5,SHOTGUN,1,24,17
39836,NE,KC,2,8,SHOTGUN,1,19,19
39837,NE,KC,1,10,UNDER CENTER,0,19,19
39840,KC,NE,3,5,SHOTGUN,1,24,17
39841,KC,NE,2,6,SHOTGUN,0,24,17
39842,KC,NE,1,6,SHOTGUN,1,24,17
39843,KC,NE,1,10,SHOTGUN,1,24,17
39844,KC,NE,1,10,SHOTGUN,1,24,17
39845,KC,NE,1,10,SHOTGUN,0,24,17
39850,ATL,GB,4,15,SHOTGUN,1,9,21
39851,ATL,GB,3,23,SHOTGUN,1,9,21
39852,ATL,GB,2,23,NO HUDDLE SHOTGUN,1,9,21
39853,ATL,GB,1,10,UNDER CENTER,1,9,21
39857,GB,ATL,2,4,UNDER CENTER,0,29,15
39858,GB,ATL,1,10,UNDER CENTER,0,29,15
39859,GB,ATL,1,10,SHOTGUN,1,29,15
39861,ATL,GB,1,5,UNDER CENTER,0,9,21
39862,ATL,GB,1,10,UNDER CENTER,1,9,21
39863,ATL,GB,1,10,UNDER CENTER,1,9,21
39865,GB,ATL,3,13,SHOTGUN,1,29,15
39866,GB,ATL,2,13,SHOTGUN,0,29,15
39867,GB,ATL,1,10,NO HUDDLE,0,29,15
39868,GB,ATL,3,6,NO HUDDLE,1,29,15
39869,GB,ATL,2,8,UNDER CENTER,0,29,15
39870,GB,ATL,1,10,SHOTGUN,0,29,15
39875,ATL,GB,1,10,SHOTGUN,1,9,21
39876,ATL,GB,1,10,SHOTGUN,1,9,21
39879,GB,ATL,1,8,SHOTGUN,1,29,15
39880,GB,ATL,4,2,SHOTGUN,1,29,15
39882,GB,ATL,3,15,SHOTGUN,1,29,15
39883,GB,ATL,1,10,SHOTGUN,1,29,15
39884,GB,ATL,2,5,SHOTGUN,1,29,15
39886,GB,ATL,1,10,SHOTGUN,0,29,15
39890,ATL,GB,2,8,SHOTGUN,1,9,21
39892,ATL,GB,1,10,SHOTGUN,0,9,21
39893,GB,ATL,2,14,SHOTGUN,1,29,15
39894,GB,ATL,1,10,SHOTGUN,0,29,15
39895,GB,ATL,2,7,SHOTGUN,1,29,15
39896,GB,ATL,1,10,UNDER CENTER,0,29,15
39897,GB,ATL,3,10,SHOTGUN,1,29,15
39899,GB,ATL,2,10,SHOTGUN,1,29,15
39900,GB,ATL,1,10,SHOTGUN,1,29,15
39901,GB,ATL,2,7,SHOTGUN,1,29,15
39902,GB,ATL,1,10,SHOTGUN,0,29,15
39905,ATL,GB,3,5,SHOTGUN,1,9,21
39906,ATL,GB,2,8,UNDER CENTER,0,9,21
39907,ATL,GB,1,5,UNDER CENTER,0,9,21
39910,ATL,GB,3,11,NO HUDDLE SHOTGUN,1,9,21
39911,ATL,GB,2,12,SHOTGUN,1,9,21
39912,ATL,GB,1,10,UNDER CENTER,1,9,21
39913,ATL,GB,3,5,SHOTGUN,1,9,21
39915,ATL,GB,2,10,SHOTGUN,1,9,21
39916,ATL,GB,1,10,UNDER CENTER,0,9,21
39917,GB,ATL,2,1,SHOTGUN,1,29,15
39918,GB,ATL,1,10,SHOTGUN,1,29,15
39920,ATL,GB,3,6,SHOTGUN,1,9,21
39921,ATL,GB,2,10,SHOTGUN,0,9,21
39922,ATL,GB,1,10,UNDER CENTER,1,9,21
39925,GB,ATL,2,6,SHOTGUN,1,29,15
39926,GB,ATL,1,6,SHOTGUN,0,29,15
39927,GB,ATL,2,10,SHOTGUN,1,29,15
39928,GB,ATL,1,10,SHOTGUN,1,29,15
39930,ATL,GB,3,6,SHOTGUN,1,9,21
39931,ATL,GB,2,6,NO HUDDLE,0,9,21
39932,ATL,GB,1,10,UNDER CENTER,0,9,21
39934,SF,PHI,1,10,NO HUDDLE SHOTGUN,1,20,10
39935,SF,PHI,1,10,NO HUDDLE SHOTGUN,1,20,10
39936,SF,PHI,1,15,SHOTGUN,1,20,10
39941,SF,PHI,2,3,SHOTGUN,1,20,10
39942,SF,PHI,1,3,SHOTGUN,1,20,10
39943,SF,PHI,2,14,SHOTGUN,1,20,10
39947,SF,PHI,2,6,NO HUDDLE SHOTGUN,1,20,10
39948,SF,PHI,1,10,NO HUDDLE SHOTGUN,1,20,10
39949,SF,PHI,2,2,SHOTGUN,1,20,10
39950,SF,PHI,1,10,SHOTGUN,1,20,10
39953,SF,PHI,1,10,UNDER CENTER,1,20,10
39955,PHI,SF,2,6,SHOTGUN,1,7,7
39956,PHI,SF,1,10,UNDER CENTER,0,7,7
39958,SF,PHI,2,10,UNDER CENTER,1,20,10
39959,SF,PHI,1,10,UNDER CENTER,0,20,10
39962,PHI,SF,2,5,UNDER CENTER,0,7,7
39963,PHI,SF,1,10,SHOTGUN,0,7,7
39966,SF,PHI,2,9,SHOTGUN,1,20,10
39967,SF,PHI,1,10,UNDER CENTER,0,20,10
39970,PHI,SF,3,8,SHOTGUN,1,7,7
39971,PHI,SF,2,8,UNDER CENTER,1,7,7
39972,PHI,SF,2,9,SHOTGUN,1,7,7
39973,PHI,SF,1,10,UNDER CENTER,1,7,7
39974,PHI,SF,3,1,UNDER CENTER,1,7,7
39975,ATL,CAR,1,10,UNDER CENTER,1,12,28
39981,TB,CHI,4,6,SHOTGUN,1,17,8
39982,TB,CHI,3,6,NO HUDDLE SHOTGUN,1,17,8
39983,TB,CHI,2,10,SHOTGUN,1,17,8
39984,TB,CHI,1,10,SHOTGUN,1,17,8
39985,CHI,TB,2,9,SHOTGUN,1,6,1
39987,CHI,TB,1,10,SHOTGUN,0,6,1
39988,CHI,TB,2,11,SHOTGUN,1,6,1
39990,CHI,TB,1,10,SHOTGUN,1,6,1
39991,CHI,TB,3,9,SHOTGUN,1,6,1
39992,CHI,TB,2,9,SHOTGUN,1,6,1
39994,CHI,TB,1,10,SHOTGUN,0,6,1
39996,TB,CHI,2,12,UNDER CENTER,1,17,8
39998,TB,CHI,1,10,UNDER CENTER,0,17,8
40000,CHI,TB,3,8,SHOTGUN,1,6,1
40002,TB,CHI,1,10,UNDER CENTER,0,17,8
40003,TB,CHI,2,11,UNDER CENTER,1,17,8
40004,TB,CHI,1,10,SHOTGUN,0,17,8
40006,TB,CHI,1,10,UNDER CENTER,0,17,8
40007,TB,CHI,1,10,UNDER CENTER,0,17,8
40011,CHI,TB,2,3,NO HUDDLE SHOTGUN,1,6,1
40012,CHI,TB,1,10,SHOTGUN,0,6,1
40014,CHI,TB,2,6,SHOTGUN,1,6,1
40016,CHI,TB,1,10,SHOTGUN,0,6,1
40017,CHI,TB,2,2,SHOTGUN,1,6,1
40018,CHI,TB,1,10,UNDER CENTER,1,6,1
40019,CHI,TB,2,2,SHOTGUN,1,6,1
40020,CHI,TB,1,10,SHOTGUN,1,6,1
40022,TB,CHI,2,34,SHOTGUN,1,17,8
40026,TB,CHI,3,15,SHOTGUN,1,17,8
40030,TB,CHI,3,21,SHOTGUN,1,17,8
40031,TB,CHI,2,27,SHOTGUN,1,17,8
40034,TB,CHI,1,10,SHOTGUN,0,17,8
40036,CHI,TB,1,10,SHOTGUN,1,6,1
40040,TB,CHI,1,10,SHOTGUN,1,17,8
40042,TB,CHI,2,4,NO HUDDLE SHOTGUN,1,17,8
40043,TB,CHI,1,10,SHOTGUN,0,17,8
40046,CHI,TB,1,10,SHOTGUN,1,6,1
40047,TB,CHI,3,10,SHOTGUN,1,17,8
40048,TB,CHI,2,10,SHOTGUN,1,17,8
40049,TB,CHI,1,10,SHOTGUN,1,17,8
40053,CHI,TB,2,3,UNDER CENTER,0,6,1
40055,CHI,TB,3,7,SHOTGUN,1,6,1
40057,CHI,TB,2,16,SHOTGUN,1,6,1
40058,CHI,TB,1,10,SHOTGUN,1,6,1
40059,CHI,TB,2,3,SHOTGUN,1,6,1
40060,CHI,TB,1,10,SHOTGUN,1,6,1
40064,TB,CHI,2,7,SHOTGUN,1,17,8
40065,TB,CHI,1,10,UNDER CENTER,0,17,8
40066,TB,CHI,4,1,UNDER CENTER,0,17,8
40068,TB,CHI,3,10,SHOTGUN,1,17,8
40069,TB,CHI,2,10,SHOTGUN,1,17,8
40071,TB,CHI,1,10,UNDER CENTER,0,17,8
40072,PHI,SF,2,10,SHOTGUN,1,7,7
40073,PHI,SF,1,10,NO HUDDLE SHOTGUN,1,7,7
40074,SF,PHI,2,6,UNDER CENTER,1,20,10
40075,SF,PHI,1,10,UNDER CENTER,0,20,10
40076,SF,PHI,3,1,UNDER CENTER,1,20,10
40077,SF,PHI,2,1,UNDER CENTER,1,20,10
40078,SF,PHI,1,10,SHOTGUN,0,20,10
40081,SF,PHI,2,10,SHOTGUN,1,20,10
40082,LV,BUF,1,10,UNDER CENTER,1,10,24
40085,BUF,LV,3,10,SHOTGUN,1,27,23
40087,BUF,LV,2,10,SHOTGUN,1,27,23
40088,BUF,LV,1,10,SHOTGUN,1,27,23
40089,BUF,LV,3,5,SHOTGUN,1,27,23
40090,BUF,LV,2,6,SHOTGUN,1,27,23
40091,BUF,LV,1,10,UNDER CENTER,0,27,23
40092,BUF,LV,2,6,SHOTGUN,1,27,23
40093,BUF,LV,1,10,UNDER CENTER,0,27,23
40095,BUF,LV,1,10,SHOTGUN,1,27,23
40098,LV,BUF,3,12,SHOTGUN,1,10,24
40099,LV,BUF,2,12,SHOTGUN,1,10,24
40101,LV,BUF,2,7,UNDER CENTER,0,10,24
40102,LV,BUF,1,15,SHOTGUN,1,10,24
40105,LV,BUF,2,10,UNDER CENTER,0,10,24
40106,LV,BUF,1,10,NO HUDDLE,1,10,24
40107,LV,BUF,1,10,UNDER CENTER,0,10,24
40109,BUF,LV,2,7,UNDER CENTER,1,27,23
40111,BUF,LV,1,10,SHOTGUN,0,27,23
40112,BUF,LV,2,4,SHOTGUN,0,27,23
40113,BUF,LV,1,10,SHOTGUN,1,27,23
40114,BUF,LV,3,13,SHOTGUN,1,27,23
40115,BUF,LV,2,13,SHOTGUN,1,27,23
40116,BUF,LV,1,10,SHOTGUN,0,27,23
